protein_id	human-baboon	human-cow	human-dog	human-mouse	human-opossum	baboon-cow	baboon-dog	baboon-mouse	baboon-opossum	cow-dog	cow-mouse	cow-opossum	dog-mouse	dog-opossum	mouse-opossum
Q9P2M7	0.024866	0.124289	0.152808	0.136928	0.317771	0.122554	0.147640	0.136121	0.316155	0.127262	0.155312	0.312230	0.177143	0.323271	0.326920
Q9P2N2	0.027057	0.201006	0.109635	0.150778	0.428245	0.191695	0.102339	0.144567	0.420728	0.171164	0.215849	0.482422	0.140787	0.401533	0.431122
Q9P2N4	0.008429	0.084085	0.075472	0.117166	0.165057	0.082479	0.072753	0.117165	0.164693	0.073124	0.122245	0.162055	0.122623	0.155278	0.210121
Q9P2N5	0.007545	0.029564	0.026586	0.047151	0.081904	0.031488	0.029474	0.046260	0.080924	0.022804	0.050155	0.072983	0.044185	0.074638	0.099744
Q9P2N6	0.015078	0.059392	0.025994	0.053955	0.105521	0.069734	0.031491	0.063175	0.117795	0.061775	0.084082	0.130449	0.061054	0.106956	0.130825
Q9P2N7	0.000010	0.003079	0.003079	0.045406	0.091862	0.003079	0.003079	0.045406	0.091862	0.000010	0.045387	0.089919	0.045387	0.089919	0.116040
Q9P2P1	0.027472	0.175874	0.149887	0.258336	0.651413	0.173193	0.149481	0.248202	0.648488	0.169159	0.302051	0.707048	0.282417	0.650601	0.724098
Q9P2P5	0.007515	0.032933	0.135244	0.048516	0.076858	0.034224	0.136215	0.049188	0.080294	0.132903	0.057032	0.081060	0.144782	0.150320	0.094231
Q9P2Q2	0.004705	0.046357	0.021052	0.021190	0.062756	0.051386	0.025885	0.024142	0.067861	0.044429	0.047831	0.072463	0.026243	0.074282	0.064417
Q9P2R3	0.016937	0.045702	0.063424	0.049991	0.203287	0.056630	0.068878	0.050985	0.206966	0.052823	0.049584	0.196259	0.059467	0.208540	0.201858
Q9P2R6	0.007011	0.054417	0.034602	0.055534	0.088030	0.056453	0.037208	0.055495	0.089992	0.052882	0.075070	0.103635	0.055127	0.083927	0.098636
Q9P2R7	0.023612	0.065292	0.150853	0.090346	0.120587	0.063442	0.157053	0.100202	0.135390	0.130398	0.088278	0.098783	0.171392	0.185803	0.114552
Q9P2S5	0.022732	0.134615	0.110739	0.126941	0.184046	0.134701	0.117970	0.131778	0.183235	0.120658	0.145420	0.207215	0.133803	0.188336	0.212938
Q9P2S6	0.095290	0.247301	0.372603	0.403550	0.737987	0.261804	0.423303	0.421421	0.792425	0.230740	0.391284	0.604934	0.481477	0.775931	0.730078
Q9P2T1	0.096769	0.043741	0.034855	0.050249	0.056077	0.125666	0.120128	0.137545	0.137321	0.025989	0.065355	0.052708	0.058566	0.055607	0.081755
Q9P2U8	0.005231	0.017532	0.014051	0.028253	0.028350	0.019317	0.015834	0.026498	0.030172	0.006983	0.024744	0.024714	0.022878	0.021225	0.039124
Q9P2V4	0.041301	0.228253	0.284847	0.246133	0.487261	0.227064	0.298982	0.237247	0.489616	0.232714	0.226547	0.493933	0.315796	0.523162	0.495259
Q9P2W1	0.023549	0.091781	0.066999	0.129104	0.219195	0.096942	0.066980	0.123221	0.213074	0.071887	0.129101	0.186639	0.087242	0.190570	0.198730
Q9P2W7	0.009097	0.046104	0.030672	0.015202	0.052513	0.039851	0.027569	0.012146	0.049624	0.041641	0.049242	0.075474	0.033783	0.053685	0.058833
Q9P2W9	0.011727	0.066279	0.044339	0.072928	0.133150	0.075530	0.053713	0.082720	0.136007	0.066072	0.112698	0.156387	0.088836	0.132121	0.148421
Q9P2X3	0.009386	0.044830	0.044911	0.193804	0.289404	0.047995	0.051204	0.184998	0.344983	0.044741	0.193872	0.279059	0.205647	0.277972	0.345054
Q9P2Y4	0.081241	0.066775	0.129521	0.121994	0.210292	0.138823	0.194759	0.184608	0.280355	0.128129	0.134457	0.208826	0.184375	0.222062	0.233499
Q9P2Y5	0.023145	0.066480	0.051498	0.124660	0.154233	0.069821	0.057693	0.133531	0.150683	0.062278	0.139384	0.165683	0.129209	0.150976	0.198205
Q9UBB4	0.018962	0.122398	0.103427	0.188221	0.550088	0.133676	0.114566	0.195011	0.553953	0.064370	0.180697	0.533925	0.158538	0.512294	0.608663
Q9UBB5	0.152547	0.038349	0.015148	0.027810	0.035900	0.183886	0.163382	0.169777	0.173522	0.038388	0.058915	0.062146	0.038137	0.038597	0.059578
Q9UBB6	0.001412	0.022800	0.022811	0.018441	0.055030	0.021374	0.021385	0.017021	0.055030	0.014182	0.022747	0.047379	0.024197	0.048872	0.051803
Q9UBB9	0.002426	0.067723	0.028229	0.081683	0.072989	0.070267	0.030700	0.084241	0.075545	0.062420	0.101679	0.118314	0.081749	0.085070	0.124433
Q9UBC0	0.006337	0.010611	0.006344	0.010595	0.058752	0.012743	0.008464	0.012723	0.060972	0.008489	0.012759	0.056675	0.017014	0.058752	0.063558
Q9UBC2	0.006941	0.080895	0.048554	0.081083	0.122654	0.073153	0.042643	0.073491	0.119777	0.053078	0.093428	0.133317	0.081174	0.118287	0.139614
Q9UBC3	0.005929	0.072328	0.063924	0.161907	0.402485	0.069592	0.062453	0.158839	0.403913	0.055920	0.163263	0.383399	0.160527	0.402431	0.442260
Q9UBC9	0.168118	0.460584	0.428397	0.541821	0.860142	0.541666	0.404685	0.581991	0.857179	0.492178	0.665425	0.625996	0.631073	0.753809	0.930049
Q9UBD5	0.025549	0.131316	0.121102	0.223132	0.318343	0.126488	0.122769	0.221958	0.314005	0.145929	0.244852	0.343488	0.264331	0.348335	0.413836
Q9UBD6	0.030384	0.285951	0.219234	0.262314	0.245127	0.278358	0.215002	0.252861	0.247416	0.194063	0.358071	0.268649	0.287815	0.212783	0.309944
Q9UBD9	0.009559	0.038603	0.023998	0.033708	1.654214	0.038624	0.024011	0.033726	1.669512	0.033642	0.043397	1.647110	0.028777	1.667128	1.654575
Q9UBE0	0.011710	0.038429	0.038401	0.069030	0.131461	0.038393	0.038365	0.068965	0.124464	0.023517	0.084844	0.125640	0.093981	0.124847	0.173316
Q9UBE8	0.000010	0.000010	0.001870	0.001871	0.009388	0.000010	0.001870	0.001871	0.009388	0.001870	0.001871	0.009388	0.003743	0.007507	0.007504
Q9UBF2	0.003347	0.036230	0.028169	0.023623	0.043349	0.035097	0.027042	0.022498	0.042208	0.024777	0.042029	0.057382	0.035041	0.054924	0.050450
Q9UBF6	0.000010	0.027451	0.036728	0.036717	0.055653	0.027451	0.036728	0.036717	0.055653	0.009053	0.009050	0.065118	0.018162	0.066025	0.074667
Q9UBF8	0.002405	0.007237	0.021899	0.014501	0.039571	0.007237	0.021899	0.015756	0.040829	0.023170	0.015775	0.041033	0.028125	0.052345	0.045730
Q9UBF9	0.027440	0.074016	0.070100	0.106325	0.163204	0.069914	0.064170	0.089598	0.154265	0.053419	0.094016	0.134622	0.106085	0.155639	0.175412
Q9UBG0	0.008479	0.065997	0.053126	0.100376	0.196693	0.062872	0.051531	0.098615	0.194640	0.040966	0.103714	0.194616	0.095666	0.191473	0.234463
Q9UBG3	0.146416	0.405953	0.436677	0.540151	0.788199	0.529739	0.548495	0.658977	0.960408	0.475627	0.677195	0.947497	0.660041	0.972905	1.068716
Q9UBG7	0.025711	0.105936	0.099102	0.129327	0.191167	0.104211	0.099526	0.131547	0.188626	0.065171	0.121724	0.183000	0.109700	0.179567	0.190910
Q9UBH0	0.027050	0.189282	0.100855	0.101812	0.520711	0.195308	0.106848	0.114365	0.546152	0.097919	0.212497	0.536348	0.123783	0.498823	0.534272
Q9UBH6	0.001464	0.038591	0.019263	0.048373	0.230849	0.037081	0.019229	0.049913	0.232771	0.026641	0.051536	0.235944	0.047036	0.233040	0.246863
Q9UBI4	0.020889	0.091091	0.084549	0.115781	0.343977	0.085492	0.070508	0.101088	0.356470	0.098229	0.131061	0.348491	0.130041	0.350771	0.374475
Q9UBI9	0.133782	0.029130	0.032521	0.046371	0.104360	0.105013	0.162000	0.164235	0.208249	0.035407	0.046308	0.084746	0.058034	0.104192	0.127946
Q9UBJ2	0.013520	0.052327	0.038190	0.061534	0.085799	0.055257	0.039654	0.067358	0.093324	0.042469	0.073473	0.101643	0.072992	0.090552	0.104835
Q9UBK2	0.003665	0.046212	0.049750	0.051693	0.087906	0.046099	0.048375	0.052941	0.087824	0.062922	0.080485	0.107480	0.086908	0.103303	0.119938
Q9UBK5	0.022714	0.270379	0.437717	0.288030	0.783379	0.253771	0.436900	0.270454	0.754963	0.323899	0.294157	0.853416	0.556871	0.970211	0.970151
Q9UBK8	0.045601	0.215737	0.178528	0.250438	0.333641	0.231817	0.193488	0.266616	0.356101	0.236903	0.287073	0.400478	0.262206	0.381844	0.415077
Q9UBL3	0.009817	0.036420	0.034972	0.035286	0.068348	0.034654	0.034663	0.035011	0.062939	0.027937	0.036558	0.067424	0.035037	0.074859	0.071890
Q9UBL9	0.025820	0.165397	0.166963	0.218678	0.336130	0.177024	0.192201	0.243052	0.369503	0.112238	0.197998	0.284627	0.233519	0.335761	0.372684
Q9UBM1	0.036901	0.229847	0.189436	0.227347	0.304989	0.223093	0.165971	0.215631	0.299193	0.199601	0.275999	0.328518	0.236466	0.345008	0.346339
Q9UBM4	0.043296	0.303733	0.282558	0.319446	0.656307	0.305765	0.286036	0.338694	0.637069	0.285150	0.326456	0.668764	0.342499	0.660972	0.656199
Q9UBM8	0.002095	0.101941	0.038637	0.053971	0.168826	0.104274	0.040828	0.056192	0.168737	0.103631	0.130117	0.226839	0.074402	0.179224	0.192873
Q9UBN4	0.005119	0.029173	0.018568	0.027094	0.095971	0.032327	0.021553	0.030248	0.100599	0.024885	0.048802	0.108622	0.034505	0.101717	0.104870
Q9UBN7	0.013227	0.219278	0.162613	0.256998	0.503861	0.220381	0.161784	0.255273	0.507021	0.204528	0.304173	0.516393	0.271521	0.509199	0.528323
Q9UBP0	0.011415	0.056670	0.041352	0.077538	0.076848	0.058588	0.044878	0.082925	0.084327	0.033102	0.092301	0.083051	0.077953	0.070522	0.097037
Q9UBP4	0.023372	0.130383	0.151781	0.190220	0.441520	0.120207	0.134539	0.185674	0.439201	0.125307	0.197777	0.417736	0.190898	0.435764	0.493164
Q9UBP5	0.005583	0.016850	0.164390	0.057446	0.045754	0.016850	0.167690	0.060684	0.045754	0.153129	0.063269	0.039908	0.187130	0.175693	0.081210
Q9UBP6	0.015061	0.090182	0.100017	0.107051	0.164404	0.078399	0.087485	0.094539	0.155810	0.102588	0.095695	0.160023	0.102998	0.199167	0.181214
Q9UBP9	0.081614	0.050927	0.039887	0.078363	0.053589	0.138389	0.108322	0.146550	0.126370	0.058293	0.105375	0.080964	0.061034	0.055323	0.088729
Q9UBQ0	0.005546	0.011161	0.005546	0.005546	0.005546	0.005556	0.000010	0.000010	0.000010	0.005556	0.005556	0.005556	0.000010	0.000010	0.000010
Q9UBQ5	0.000010	0.004594	0.037918	0.013826	0.439665	0.004594	0.037918	0.013826	0.439665	0.033118	0.009202	0.449014	0.042720	0.517511	0.460237
Q9UBQ6	0.021137	0.136029	0.107302	0.135159	0.193483	0.143693	0.107753	0.138892	0.191712	0.079280	0.126435	0.172479	0.099105	0.157777	0.173339
Q9UBQ7	0.047252	0.147476	0.069366	0.155347	0.225886	0.126380	0.073425	0.145147	0.210402	0.128917	0.184027	0.254825	0.148260	0.225132	0.228768
Q9UBR1	0.023732	0.136509	0.111110	0.157661	0.270114	0.137056	0.111489	0.156927	0.270090	0.125118	0.204690	0.262808	0.163313	0.261348	0.299190
Q9UBR2	0.049028	0.167434	0.209626	0.183851	0.342409	0.171371	0.199414	0.195640	0.369662	0.184689	0.155225	0.306703	0.224925	0.354334	0.350445
Q9UBR4	0.061007	0.107117	0.119289	0.092334	0.249284	0.052856	0.063719	0.110045	0.209268	0.055427	0.121896	0.209312	0.139058	0.217706	0.247215
Q9UBR5	0.055405	0.330943	0.293505	0.619318	0.588566	0.340863	0.319059	0.649566	0.626698	0.272932	0.693357	0.616241	0.634107	0.749589	0.965232
Q9UBS0	0.025989	0.050567	0.050425	0.072653	0.134344	0.061386	0.048182	0.068000	0.133773	0.061509	0.076753	0.145805	0.070441	0.148867	0.155266
Q9UBS3	0.031304	0.054151	0.044959	0.058762	0.154236	0.045343	0.035908	0.049638	0.158649	0.040682	0.049692	0.159694	0.026811	0.139176	0.149177
Q9UBS4	0.000010	0.017308	0.020241	0.017335	0.096786	0.017308	0.020241	0.017335	0.096786	0.020238	0.026091	0.102948	0.037905	0.091035	0.115913
Q9UBS5	0.152948	0.004217	0.015887	0.011627	0.119523	0.154482	0.171947	0.160627	0.380732	0.013763	0.009509	0.121534	0.018036	0.121414	0.115404
Q9UBS8	0.008834	0.044581	0.044724	0.102882	0.112703	0.040068	0.040196	0.105306	0.110320	0.029050	0.093299	0.112225	0.096282	0.105667	0.160604
Q9UBS9	0.038303	0.113102	0.097736	0.140163	0.252631	0.132150	0.118210	0.165310	0.275430	0.095258	0.166398	0.263045	0.150668	0.242121	0.287053
Q9UBT2	0.003068	0.020095	0.011921	0.057322	0.068128	0.023236	0.013635	0.055706	0.068533	0.010209	0.061972	0.076306	0.034864	0.054075	0.094895
Q9UBT3	0.033382	0.545311	0.228664	0.296912	0.318139	0.539118	0.252464	0.311430	0.346196	0.542561	0.647943	0.605552	0.362329	0.338403	0.390206
Q9UBT6	0.047890	0.174212	0.156543	0.248907	0.388175	0.169688	0.154374	0.246672	0.395266	0.157454	0.274628	0.421494	0.261746	0.406512	0.468638
Q9UBT7	0.013344	0.079204	0.063258	0.127063	0.200474	0.085468	0.063347	0.127579	0.199041	0.088924	0.157770	0.231776	0.143553	0.202538	0.259805
Q9UBU2	0.015837	0.044217	0.044164	0.048602	0.095625	0.032058	0.032020	0.036071	0.086983	0.044182	0.060803	0.104160	0.052945	0.100231	0.104718
Q9UBU3	0.064999	0.375238	0.265569	0.181390	0.620643	0.399836	0.285686	0.203269	0.604684	0.362549	0.382234	0.567103	0.253399	0.611794	0.539544
Q9UBU6	0.039307	0.162542	0.163276	0.218673	0.464450	0.178322	0.185392	0.230629	0.461913	0.157683	0.278653	0.462844	0.237578	0.372201	0.477350
Q9UBU7	0.046148	0.224013	0.189983	0.401711	0.536346	0.229153	0.198603	0.395783	0.530217	0.218175	0.455731	0.556494	0.445310	0.556448	0.694376
Q9UBU8	0.005652	0.019884	0.011322	0.002819	0.096190	0.019917	0.011341	0.002824	0.096362	0.019897	0.017027	0.105765	0.008484	0.102533	0.093096
Q9UBU9	0.000010	0.069092	0.054393	0.090393	0.183989	0.069092	0.054393	0.090393	0.183989	0.051034	0.122397	0.201485	0.112386	0.196786	0.234799
Q9UBV2	0.007694	0.048503	0.023372	0.067856	0.139777	0.051186	0.023373	0.066501	0.141208	0.037969	0.077580	0.142387	0.062585	0.132884	0.142786
Q9UBV4	0.011343	0.052611	0.110960	0.097458	0.126810	0.049347	0.104561	0.097350	0.119580	0.108164	0.094433	0.116828	0.155543	0.188648	0.155790
Q9UBV7	0.314398	0.076772	0.069887	0.087496	0.196303	0.340489	0.332085	0.352208	0.471622	0.063413	0.097898	0.188118	0.104876	0.193100	0.224320
Q9UBV8	0.003757	0.070492	0.063483	0.139033	0.209687	0.066646	0.059587	0.139309	0.205658	0.034806	0.149887	0.204789	0.144202	0.209171	0.270483
Q9UBW7	0.005428	0.058029	0.016690	0.038962	0.073676	0.060085	0.017177	0.037152	0.075293	0.058708	0.075776	0.112974	0.039685	0.076197	0.092591
Q9UBW8	0.003569	0.003569	0.003568	0.010719	0.021603	0.007149	0.007148	0.014313	0.025241	0.007148	0.014314	0.025242	0.014310	0.025236	0.025176
Q9UBX0	0.044691	0.141995	0.123647	0.229353	0.437025	0.162640	0.136774	0.249279	0.438448	0.142217	0.257768	0.461620	0.254319	0.401002	0.474409
Q9UBX1	0.036847	0.208665	0.188103	0.255240	0.654536	0.194809	0.167758	0.240953	0.627320	0.149679	0.255191	0.539291	0.246787	0.560231	0.592891
Q9UBX3	0.091210	0.102311	0.102630	0.111205	0.320551	0.185523	0.180758	0.193032	0.416231	0.066267	0.127669	0.313297	0.126932	0.315484	0.308141
Q9UBX5	0.004615	0.030399	0.030414	0.061750	0.088105	0.035168	0.035186	0.061781	0.088150	0.034993	0.076278	0.085342	0.079015	0.083398	0.113737
Q9UBX7	0.058542	0.260660	0.267654	0.243536	0.321513	0.243394	0.254962	0.226363	0.323879	0.367756	0.262855	0.307990	0.263162	0.317181	0.301549
Q9UBX8	0.002726	0.019241	0.019235	0.056014	0.106279	0.022004	0.019287	0.053154	0.109225	0.021967	0.055953	0.112045	0.050398	0.103106	0.131049
Q9UBY0	0.035054	0.090134	0.078259	0.092211	0.143972	0.104043	0.089205	0.099307	0.156567	0.065697	0.080715	0.136280	0.078740	0.123351	0.134368
Q9UBY5	0.031344	0.088394	0.063419	0.088555	0.100902	0.091676	0.054643	0.091391	0.107138	0.067177	0.108001	0.107737	0.076036	0.094118	0.121064
Q9UBY8	0.049417	0.344791	0.118700	0.166943	0.255120	0.348180	0.117703	0.155532	0.235359	0.306324	0.350284	0.398235	0.185038	0.268212	0.269523
Q9UBY9	0.010858	0.063686	0.021891	0.044866	0.137266	0.068336	0.027323	0.050399	0.144027	0.045870	0.094451	0.137480	0.044705	0.118823	0.171388
Q9UBZ4	0.035715	0.157932	0.142189	0.237527	0.617675	0.174986	0.152839	0.247624	0.627000	0.106653	0.229985	0.639560	0.245501	0.641991	0.615948
Q9UBZ9	0.021295	0.188918	0.107393	0.162640	0.167796	0.187480	0.105899	0.160750	0.167165	0.180806	0.225463	0.251447	0.176346	0.171302	0.227680
Q9UD57	0.037673	0.184609	0.215404	0.282394	0.558534	0.176654	0.210470	0.282854	0.545647	0.217293	0.264724	0.592186	0.322685	0.583281	0.591366
Q9UD71	0.014832	0.089285	0.098523	0.148024	0.280177	0.083826	0.093107	0.147457	0.271633	0.056146	0.151726	0.267579	0.146278	0.253914	0.297983
Q9UDR5	0.015269	0.101341	0.107138	0.135759	0.151334	0.099205	0.106267	0.131297	0.152676	0.094900	0.120561	0.145017	0.146280	0.166336	0.181358
Q9UDT6	0.011348	0.063213	0.057392	0.087177	0.190678	0.053427	0.049301	0.081880	0.185872	0.054378	0.091231	0.183822	0.097565	0.166496	0.215466
Q9UDX5	0.017896	0.091695	0.073496	0.140473	0.514747	0.085402	0.067231	0.133809	0.525975	0.054260	0.146037	0.524568	0.139777	0.533834	0.571035
Q9UDY2	0.030481	0.100797	0.106229	0.129133	0.167486	0.098948	0.103307	0.122346	0.170719	0.080691	0.135970	0.175580	0.130517	0.175876	0.185167
Q9UDY4	0.000010	0.039837	0.033565	0.062019	0.170887	0.039837	0.033565	0.062019	0.170887	0.030465	0.084547	0.153028	0.074804	0.168408	0.193805
Q9UDY6	0.021361	0.156539	0.207290	0.177361	0.281612	0.157730	0.215818	0.169981	0.279854	0.234511	0.212964	0.291513	0.227065	0.329550	0.317286
Q9UDY8	0.009929	0.109886	0.092894	0.130312	0.222435	0.118003	0.098289	0.130525	0.223745	0.085757	0.155944	0.262369	0.130460	0.244656	0.259947
Q9UEE9	0.016645	0.083964	0.065060	0.174510	0.406341	0.091386	0.072316	0.174943	0.405825	0.120630	0.215204	0.428768	0.198740	0.430589	0.459966
Q9UEF7	0.039955	0.119210	0.140482	0.155688	0.246167	0.127480	0.147954	0.159588	0.246591	0.101134	0.155863	0.241112	0.181312	0.268767	0.271765
Q9UEG4	0.027516	0.089742	0.073552	0.117066	0.221044	0.083336	0.068529	0.108683	0.213362	0.065391	0.126790	0.202118	0.108961	0.205325	0.218629
Q9UER7	0.033774	0.146871	0.098802	0.320803	0.432822	0.139616	0.095298	0.324568	0.458927	0.095744	0.316603	0.408371	0.297130	0.411059	0.528712
Q9UET6	0.025021	0.101017	0.064292	0.131716	0.374003	0.097265	0.064221	0.131833	0.362374	0.072497	0.141251	0.379235	0.128368	0.402566	0.344415
Q9UEU0	0.008463	0.051661	0.043354	0.079035	0.144476	0.056207	0.047893	0.070022	0.144834	0.034169	0.106179	0.147325	0.102380	0.132880	0.166787
Q9UEW8	0.053847	0.026035	0.078974	0.025903	0.131908	0.074567	0.137081	0.073585	0.146702	0.086320	0.041483	0.135454	0.093757	0.206521	0.140658
Q9UEY8	0.139209	0.039223	0.032225	0.078820	0.091995	0.168203	0.163715	0.199599	0.219297	0.036384	0.077242	0.094586	0.084639	0.093285	0.130386
Q9UF11	0.025829	0.038802	0.058656	0.066514	0.645977	0.038867	0.077203	0.071172	0.649885	0.048609	0.056487	0.655047	0.071344	0.643535	0.668213
Q9UF47	0.025991	0.125453	0.090798	0.121394	0.281791	0.142774	0.102025	0.131228	0.284687	0.063863	0.109672	0.259152	0.098502	0.237169	0.237390
Q9UF56	0.112411	0.124099	0.173404	0.063749	0.151477	0.273894	0.255746	0.180876	0.315123	0.220158	0.151041	0.221535	0.184355	0.261592	0.158315
Q9UFC0	0.025307	0.233402	0.123606	0.266805	0.593963	0.219615	0.115147	0.262870	0.582802	0.195307	0.320927	0.609811	0.262927	0.587469	0.628378
Q9UFE4	0.028018	0.149664	0.136145	0.276871	0.430743	0.149279	0.130277	0.277689	0.429181	0.124717	0.277034	0.425057	0.266281	0.413789	0.465618
Q9UFF9	0.000010	0.000010	0.000010	0.006970	0.000010	0.000010	0.000010	0.006970	0.000010	0.000010	0.006970	0.000010	0.006970	0.000010	0.006970
Q9UFN0	0.029264	0.105422	0.106023	0.188920	0.445240	0.091516	0.092049	0.168130	0.420850	0.072777	0.217668	0.446211	0.213353	0.426398	0.468280
Q9UFP1	0.066672	0.331225	0.263957	0.376136	0.693025	0.339227	0.263463	0.367161	0.676112	0.306160	0.509807	0.752987	0.438753	0.738561	0.777742
Q9UFW8	0.000010	0.000010	0.000010	0.017725	0.453505	0.000010	0.000010	0.017725	0.453505	0.000010	0.017725	0.453505	0.017725	0.453505	0.487099
Q9UG01	0.007519	0.061919	0.052442	0.042294	0.055272	0.059331	0.048237	0.038119	0.051072	0.039133	0.036682	0.051846	0.034489	0.039212	0.034445
Q9UG56	0.035940	0.266899	0.092620	0.167240	0.224895	0.273082	0.095765	0.167758	0.226400	0.247081	0.289361	0.383782	0.146081	0.203987	0.280144
Q9UG63	0.008131	0.019676	0.016393	0.009802	0.026208	0.016347	0.011419	0.004885	0.020895	0.014739	0.016276	0.029720	0.009816	0.029772	0.020799
Q9UGB7	0.014864	0.155273	0.155955	0.116116	0.179630	0.147465	0.152024	0.116782	0.175847	0.174986	0.191292	0.217417	0.187081	0.227440	0.206094
Q9UGC6	0.000010	0.028774	0.018932	0.082428	0.077267	0.028774	0.018932	0.082428	0.077267	0.014106	0.087082	0.086879	0.072325	0.072159	0.108141
Q9UGC7	0.045913	0.149358	0.126081	0.203209	0.261877	0.137916	0.135418	0.205090	0.255273	0.116690	0.239529	0.289944	0.194309	0.254453	0.312957
Q9UGH3	0.001565	0.020497	0.015758	0.053093	0.041810	0.022086	0.015803	0.054732	0.041875	0.012561	0.054513	0.043184	0.054751	0.039884	0.073785
Q9UGI0	0.000010	0.007116	0.009977	0.007122	0.030448	0.007116	0.033950	0.007122	0.053160	0.005693	0.008552	0.031835	0.011420	0.065673	0.030330
Q9UGI8	0.004966	0.040569	0.035363	0.174427	0.154170	0.040496	0.035299	0.174068	0.153865	0.029995	0.186524	0.159159	0.176062	0.149318	0.282505
Q9UGI9	0.050626	0.159888	0.174853	0.165391	0.374707	0.163271	0.167951	0.163805	0.377563	0.180632	0.196600	0.387199	0.206794	0.371135	0.371330
Q9UGJ0	0.001711	0.059866	0.052135	0.059790	0.099340	0.058066	0.048702	0.057992	0.095894	0.041778	0.076080	0.098623	0.059459	0.086874	0.096411
Q9UGJ1	0.003057	0.010759	0.009192	0.016931	0.083518	0.010753	0.009187	0.016922	0.081584	0.009206	0.018522	0.083490	0.015405	0.085459	0.090963
Q9UGK8	0.271842	0.232115	0.211192	0.322569	0.413541	0.442619	0.340362	0.522422	0.399049	0.258067	0.355876	0.407400	0.318198	0.376410	0.482185
Q9UGL1	0.006627	0.084079	0.034194	0.060439	0.103025	0.083338	0.032790	0.060510	0.101590	0.089422	0.106400	0.141056	0.066853	0.105439	0.124881
Q9UGM1	0.016624	0.057601	0.044537	0.093986	0.147750	0.057645	0.044570	0.100651	0.153224	0.051218	0.099553	0.157211	0.099134	0.157521	0.195691
Q9UGM5	0.140341	0.440967	0.397423	0.441332	0.756390	0.459178	0.392378	0.437543	0.814324	0.399586	0.529866	0.921247	0.376616	0.776472	0.863575
Q9UGM6	0.118116	0.108295	0.138438	0.145051	0.302230	0.187384	0.234964	0.235345	0.369399	0.120718	0.149013	0.294976	0.164175	0.285703	0.319580
Q9UGN5	0.029951	0.120167	0.138462	0.134437	0.311720	0.137320	0.141897	0.149634	0.315042	0.146312	0.164589	0.320977	0.168667	0.315887	0.293223
Q9UGP4	0.029587	0.180043	0.210984	0.257609	0.509074	0.181950	0.212621	0.246442	0.493975	0.202020	0.270958	0.476662	0.309261	0.497209	0.544510
Q9UGP5	0.031863	0.164425	0.159918	0.196488	0.295772	0.181092	0.163805	0.212967	0.306414	0.180072	0.228216	0.307394	0.236989	0.325268	0.340842
Q9UGP8	0.000010	0.016028	0.011989	0.037732	0.050018	0.016028	0.011989	0.037732	0.050018	0.013333	0.035028	0.041819	0.033626	0.044501	0.052888
Q9UGQ2	0.227754	0.104456	0.102909	0.067108	0.433978	0.305574	0.378443	0.273522	0.689801	0.095505	0.138418	0.494566	0.104605	0.497852	0.483712
Q9UGQ3	0.022642	0.143660	0.133723	0.196824	0.280715	0.138647	0.131386	0.200824	0.276983	0.125943	0.215084	0.281638	0.228940	0.296749	0.304961
Q9UGT4	0.169635	0.271435	0.243397	0.285125	0.553896	0.384573	0.381553	0.350482	0.599692	0.252032	0.333476	0.505484	0.279253	0.558330	0.560413
Q9UGU0	0.015182	0.085411	0.056912	0.072767	0.175382	0.084937	0.054759	0.072148	0.177255	0.082477	0.106835	0.196623	0.082233	0.178336	0.197635
Q9UGU5	0.011543	0.067933	0.050558	0.127438	0.208168	0.062415	0.047218	0.124196	0.214052	0.066757	0.142010	0.239745	0.128538	0.205711	0.275626
Q9UGV2	0.010539	0.037327	0.026586	0.040162	0.217006	0.042758	0.038657	0.051054	0.225339	0.026531	0.048105	0.200962	0.045580	0.199515	0.198886
Q9UGY1	0.047435	0.098159	0.073521	0.094010	0.404932	0.118456	0.104296	0.114499	0.410297	0.087610	0.107696	0.397878	0.087765	0.423527	0.431789
Q9UH36	0.034757	0.341585	0.281477	0.446838	0.669634	0.329544	0.267789	0.453941	0.642625	0.368041	0.465702	0.684442	0.472748	0.693466	0.623216
Q9UH65	0.006960	0.048057	0.040615	0.051438	0.085455	0.047944	0.038918	0.047857	0.083751	0.042845	0.053805	0.093262	0.031870	0.066976	0.082010
Q9UH73	0.000010	0.004888	0.006521	0.000010	0.003259	0.004888	0.006521	0.000010	0.003259	0.001627	0.004888	0.006528	0.006521	0.008165	0.003259
Q9UH77	0.005055	0.011846	0.141859	0.024014	0.027263	0.010147	0.139792	0.029208	0.025541	0.139742	0.029204	0.022196	0.160612	0.154639	0.037772
Q9UH90	0.021406	0.122117	0.147525	0.167539	0.227047	0.114916	0.135792	0.164913	0.224648	0.122615	0.180387	0.246583	0.193427	0.261005	0.264226
Q9UH92	0.003930	0.011856	0.046726	0.043308	0.104333	0.015834	0.019771	0.015786	0.044130	0.019809	0.023814	0.040084	0.074467	0.134212	0.107757
Q9UH99	0.057171	0.163514	0.152889	0.189687	0.413927	0.194352	0.181990	0.221520	0.464762	0.115394	0.198305	0.414757	0.179210	0.391571	0.421865
Q9UHA2	0.000010	0.038214	0.051158	0.141184	0.165364	0.038214	0.051158	0.141184	0.165364	0.012567	0.111016	0.150175	0.125268	0.164454	0.220598
