cellular_component,biological_process,molecular_functions,mean
"['extracellular region', 'extracellular space', 'plasma membrane', 'organelle']","['cell adhesion', 'signaling', 'wound healing']",['molecular transducer activity'],0.6157831333333333
"['endoplasmic reticulum', 'organelle']","['protein folding', 'programmed cell death', 'protein catabolic process']",None,0.19138179999999996
"['nucleus', 'cytosol', 'plasma membrane', 'organelle']","['vesicle-mediated transport', 'signaling', 'protein modification process']","['catalytic activity', 'transferase activity', 'catalytic activity, acting on a protein']",0.024992
['extracellular region'],"['signaling', 'endocrine process']",None,0.6061328666666667
['cytosol'],['signaling'],"['catalytic activity', 'hydrolase activity']",0.06740293333333333
"['nucleus', 'nucleoplasm', 'cytosol', 'organelle']","['chromatin organization', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'signaling']","['DNA binding', 'transcription regulator activity']",0.04976526666666667
"['cytoskeleton', 'organelle']",['cytoskeleton organization'],['cytoskeletal protein binding'],0.14743440000000002
"['nucleus', 'nucleoplasm', 'organelle']","['DNA repair', 'DNA-templated transcription', 'mRNA metabolic process', 'anatomical structure development', 'protein-containing complex assembly']",None,0.03629713333333333
"['extracellular region', 'extracellular space', 'plasma membrane', 'external encapsulating structure', 'extracellular matrix', 'organelle']","['immune system process', 'programmed cell death', 'anatomical structure development', 'cell motility']",None,0.35073106666666665
['plasma membrane'],"['DNA-templated transcription', 'regulation of DNA-templated transcription', 'microtubule-based movement', 'cell adhesion', 'signaling', 'cell differentiation', 'cilium organization', 'anatomical structure development', 'cell motility']",['molecular transducer activity'],0.0627138
"['nucleus', 'endoplasmic reticulum', 'organelle']","['intracellular protein transport', 'vesicle-mediated transport', 'membrane organization', 'protein-containing complex assembly']","['DNA binding', 'molecular function regulator activity']",0.137683
"['nuclear chromosome', 'nucleus', 'nucleoplasm', 'chromosome', 'organelle']","['DNA replication', 'DNA repair']","['catalytic activity', 'transferase activity', 'catalytic activity, acting on DNA']",0.3106661333333333
"['nucleus', 'nuclear envelope', 'plasma membrane', 'organelle']","['reproductive process', 'transmembrane transport']",['transporter activity'],0.028224066666666665
"['extracellular region', 'extracellular space', 'organelle']","['immune system process', 'programmed cell death', 'signaling', 'cell motility', 'defense response to other organism']",None,0.41908266666666677
"['endoplasmic reticulum', 'organelle']",['transmembrane transport'],"['catalytic activity', 'transporter activity', 'hydrolase activity', 'ATP-dependent activity']",0.083694
"['mitochondrion', 'organelle']",['transmembrane transport'],['transporter activity'],0.2643626
"['lysosome', 'vacuole', 'Golgi apparatus', 'plasma membrane', 'cytoplasmic vesicle', 'organelle']","['vesicle-mediated transport', 'transmembrane transport']",['molecular sequestering activity'],0.06295386666666666
"['mitochondrion', 'ribosome', 'organelle']",['mitochondrial gene expression'],['structural molecule activity'],0.2661592
"['nucleus', 'nucleoplasm', 'mitochondrion', 'cytosol', 'organelle']",['sulfur compound metabolic process'],None,0.3699883333333333
"['nucleus', 'cytosol', 'organelle']",['tRNA metabolic process'],"['RNA binding', 'catalytic activity', 'transferase activity', 'catalytic activity, acting on RNA']",0.12860846666666667
"['nuclear chromosome', 'extracellular region', 'extracellular space', 'nucleus', 'nuclear envelope', 'nucleoplasm', 'chromosome', 'lysosome', 'endosome', 'vacuole', 'microtubule organizing center', 'cytosol', 'cytoskeleton', 'plasma membrane', 'cytoplasmic vesicle', 'organelle']","['mitotic cell cycle', 'cytokinesis', 'autophagy', 'cytoskeleton organization', 'lysosome organization', 'chromosome segregation', 'vesicle-mediated transport', 'protein catabolic process', 'wound healing', 'membrane organization', 'mitotic nuclear division']","['catalytic activity', 'hydrolase activity', 'catalytic activity, acting on a protein']",0.024748066666666665
None,None,None,0.01937206666666667
"['nucleus', 'nucleoplasm', 'endoplasmic reticulum', 'cytosol', 'plasma membrane', 'organelle']","['mitotic cell cycle', 'muscle system process', 'circulatory system process', 'intracellular protein transport', 'nucleocytoplasmic transport', 'cytoskeleton organization', 'chromosome segregation', 'vesicle-mediated transport', 'signaling', 'transmembrane transport', 'protein localization to plasma membrane', 'mitotic nuclear division']",['molecular function regulator activity'],0.2224656
"['nucleus', 'nucleolus', 'cytosol', 'cytoskeleton', 'plasma membrane', 'organelle']","['cell adhesion', 'signaling', 'anatomical structure development']","['cytoskeletal motor activity', 'cytoskeletal protein binding', 'lipid binding', 'ATP-dependent activity']",0.09122933333333334
"['extracellular region', 'extracellular space', 'lysosome', 'vacuole', 'cytoplasmic vesicle', 'organelle']","['reproductive process', 'signaling', 'cell differentiation', 'anatomical structure development', 'endocrine process']","['receptor ligand activity', 'molecular function regulator activity']",0.6435314666666667
"['nucleus', 'nucleoplasm', 'endoplasmic reticulum', 'plasma membrane', 'organelle']","['anatomical structure development', 'transmembrane transport']",['structural molecule activity'],0.07915900000000001
None,None,"['catalytic activity', 'hydrolase activity', 'lyase activity']",0.15554053333333334
"['nucleus', 'nuclear envelope', 'mitochondrion', 'lysosome', 'vacuole', 'endoplasmic reticulum', 'cytosol', 'organelle']","['lipid metabolic process', 'cell differentiation', 'anatomical structure development']","['catalytic activity', 'transferase activity', 'hydrolase activity']",0.23659339999999998
"['nucleus', 'cytosol', 'plasma membrane', 'organelle']","['tRNA metabolic process', 'autophagy']","['RNA binding', 'molecular function regulator activity']",0.3212594666666666
"['mitochondrion', 'cytosol', 'organelle']",['detoxification'],"['catalytic activity', 'antioxidant activity', 'oxidoreductase activity', 'catalytic activity, acting on a protein']",0.33147479999999996
['extracellular region'],"['signaling', 'anatomical structure development']",['structural molecule activity'],0.18572933333333333
"['nucleus', 'chromosome', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription']","['DNA binding', 'transcription regulator activity']",0.21910906666666669
['cytosol'],"['immune system process', 'signaling', 'cell differentiation', 'anatomical structure development']",None,0.4576528666666667
"['nuclear chromosome', 'nucleus', 'nucleoplasm', 'chromosome', 'nucleolus', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription', 'signaling', 'cell differentiation', 'cell motility']",None,0.18702166666666667
"['extracellular region', 'extracellular space']","['immune system process', 'transmembrane transport', 'defense response to other organism']",['lipid binding'],0.4318340666666666
['cytosol'],"['signaling', 'nucleobase-containing small molecule metabolic process', 'carbohydrate derivative metabolic process']","['catalytic activity', 'hydrolase activity']",0.1390841333333333
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'mitochondrion', 'lysosome', 'endosome', 'vacuole', 'endoplasmic reticulum', 'Golgi apparatus', 'cytosol', 'plasma membrane', 'cytoplasmic vesicle', 'organelle']","['anatomical structure development', 'transmembrane transport', 'detoxification']","['catalytic activity', 'transporter activity', 'hydrolase activity', 'ATP-dependent activity']",0.16465913333333335
"['nucleus', 'nucleoplasm', 'cytosol', 'plasma membrane', 'cytoplasmic vesicle', 'organelle']","['immune system process', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'programmed cell death', 'anatomical structure development', 'transmembrane transport']",['transporter activity'],0.12987733333333332
"['Golgi apparatus', 'cytosol', 'organelle']","['intracellular protein transport', 'vesicle-mediated transport', 'membrane organization']",['molecular function regulator activity'],0.18941639999999998
"['nucleus', 'chromosome', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription', 'reproductive process', 'cell differentiation', 'anatomical structure development']","['DNA binding', 'transcription regulator activity']",0.3125644
"['nucleus', 'nucleolus', 'cytosol', 'ribosome', 'organelle']",None,['RNA binding'],0.1306464
"['nucleus', 'organelle']","['chromatin organization', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'cell differentiation', 'protein modification process', 'anatomical structure development']",['DNA binding'],0.04785266666666666
"['extracellular region', 'endoplasmic reticulum', 'organelle']","['cell adhesion', 'signaling', 'anatomical structure development']","['structural molecule activity', 'receptor ligand activity', 'molecular function regulator activity']",0.4497855333333333
"['endoplasmic reticulum', 'Golgi apparatus', 'lipid droplet', 'cytosol', 'plasma membrane', 'cytoplasmic vesicle', 'organelle']","['intracellular protein transport', 'signaling', 'anatomical structure development']","['catalytic activity', 'GTPase activity', 'hydrolase activity']",0.016774600000000004
"['endoplasmic reticulum', 'organelle']","['protein glycosylation', 'lipid metabolic process', 'protein modification process', 'carbohydrate derivative metabolic process']","['RNA binding', 'catalytic activity', 'transferase activity', 'hydrolase activity', 'catalytic activity, acting on a protein']",0.40898900000000005
None,['anatomical structure development'],None,0.21113120000000005
"['nucleus', 'nucleoplasm', 'cytosol', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription', 'mRNA metabolic process']","['catalytic activity', 'hydrolase activity', 'catalytic activity, acting on a protein']",0.010681733333333332
"['lysosome', 'vacuole', 'endoplasmic reticulum', 'organelle']",['transmembrane transport'],"['catalytic activity', 'transporter activity', 'hydrolase activity', 'ATP-dependent activity']",0.08304826666666666
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'endosome', 'cytosol', 'cytoplasmic vesicle', 'organelle']","['autophagy', 'vesicle-mediated transport']",None,0.07591093333333335
"['mitochondrion', 'peroxisome', 'endoplasmic reticulum', 'organelle']","['lipid metabolic process', 'signaling']","['catalytic activity', 'hydrolase activity']",0.2208988
"['mitochondrion', 'organelle']","['tRNA metabolic process', 'amino acid metabolic process', 'mitochondrial gene expression']","['RNA binding', 'catalytic activity', 'ligase activity', 'catalytic activity, acting on RNA']",0.2639778666666667
['plasma membrane'],"['cell adhesion', 'programmed cell death', 'signaling', 'cell differentiation', 'wound healing', 'anatomical structure development']",None,0.2068798
"['extracellular region', 'extracellular space', 'endoplasmic reticulum', 'plasma membrane', 'organelle']","['renal system process', 'cytoskeleton organization', 'cell differentiation', 'anatomical structure development']",None,0.18776500000000002
"['nucleus', 'nucleoplasm', 'organelle']","['DNA repair', 'DNA recombination']","['DNA binding', 'catalytic activity', 'transferase activity', 'catalytic activity, acting on DNA']",0.39186053333333337
"['lysosome', 'endosome', 'vacuole', 'cytosol', 'plasma membrane', 'cytoplasmic vesicle', 'organelle']","['vesicle-mediated transport', 'signaling']","['catalytic activity', 'GTPase activity', 'hydrolase activity']",0.08061853333333334
['plasma membrane'],"['circulatory system process', 'transmembrane transport']",['transporter activity'],0.1115192
"['mitochondrion', 'ribosome', 'organelle']","['programmed cell death', 'mitochondrial gene expression']","['RNA binding', 'structural molecule activity']",0.2688328666666667
"['plasma membrane', 'cytoplasmic vesicle', 'organelle']","['cell differentiation', 'anatomical structure development', 'transmembrane transport']",['transporter activity'],0.27442313333333335
"['extracellular region', 'extracellular space']","['programmed cell death', 'signaling', 'cell differentiation', 'protein modification process', 'anatomical structure development', 'cell motility']","['receptor ligand activity', 'molecular function regulator activity']",0.09611913333333331
"['microtubule organizing center', 'cytoskeleton', 'cilium', 'organelle']",['microtubule-based movement'],"['cytoskeletal motor activity', 'ATP-dependent activity']",0.04055466666666666
"['nucleus', 'cytoskeleton', 'organelle']","['muscle system process', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'cytoskeleton organization', 'signaling', 'cell differentiation', 'wound healing', 'anatomical structure development']","['cytoskeletal protein binding', 'molecular function regulator activity']",0.12173026666666666
"['extracellular region', 'extracellular space', 'plasma membrane']","['immune system process', 'signaling', 'cell motility', 'defense response to other organism']","['molecular transducer activity', 'molecular sequestering activity']",1.0672164666666666
"['endoplasmic reticulum', 'organelle']",['membrane organization'],['molecular carrier activity'],0.056983
['plasma membrane'],"['nervous system process', 'transmembrane transport']","['transporter activity', 'molecular function regulator activity']",0.4056074
"['extracellular region', 'extracellular space', 'plasma membrane', 'external encapsulating structure', 'extracellular matrix', 'cytoplasmic vesicle', 'organelle']","['inflammatory response', 'extracellular matrix organization', 'anatomical structure development']","['catalytic activity', 'hydrolase activity', 'catalytic activity, acting on a protein']",0.28939879999999996
"['nucleus', 'cytosol', 'cytoskeleton', 'organelle']","['lipid metabolic process', 'cytoskeleton organization', 'protein-containing complex assembly']",None,0.15694893333333335
"['cytoplasmic vesicle', 'organelle']",None,None,0.2893024666666667
"['mitochondrion', 'organelle']","['DNA replication', 'nucleobase-containing small molecule metabolic process', 'carbohydrate derivative metabolic process']","['catalytic activity', 'hydrolase activity']",0.17471399999999998
"['Golgi apparatus', 'plasma membrane', 'organelle']","['signaling', 'nervous system process']",['molecular function regulator activity'],0.09643273333333334
"['nucleus', 'microtubule organizing center', 'cytosol', 'cytoskeleton', 'plasma membrane', 'organelle']","['cytoskeleton organization', 'establishment or maintenance of cell polarity', 'cell junction organization', 'protein modification process']",None,0.13132513333333334
['cytosol'],"['lipid metabolic process', 'anatomical structure development']","['catalytic activity', 'hydrolase activity']",0.1535833333333333
"['endosome', 'plasma membrane', 'cytoplasmic vesicle', 'organelle']","['immune system process', 'vesicle-mediated transport', 'signaling', 'cell motility']","['cargo receptor activity', 'molecular transducer activity']",0.18218873333333332
"['nucleus', 'nucleoplasm', 'plasma membrane', 'organelle']","['signaling', 'cell motility']",['molecular transducer activity'],0.13970746666666667
"['plasma membrane', 'cytoplasmic vesicle', 'organelle']",['transmembrane transport'],['transporter activity'],0.1754835333333333
"['cytoskeleton', 'organelle']","['muscle system process', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'cytoskeleton organization', 'signaling', 'cell differentiation', 'anatomical structure development']",['cytoskeletal protein binding'],0.16091266666666668
"['nucleus', 'nucleoplasm', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription']","['DNA binding', 'transcription regulator activity']",0.09275426666666668
"['nucleus', 'chromosome', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription', 'intracellular protein transport', 'nucleocytoplasmic transport', 'cell differentiation', 'anatomical structure development', 'cell motility']","['DNA binding', 'transcription regulator activity']",0.03382213333333333
"['nucleus', 'nucleoplasm', 'chromosome', 'nucleolus', 'cytosol', 'organelle']","['mRNA metabolic process', 'snRNA metabolic process', 'ribosome biogenesis', 'defense response to other organism']","['RNA binding', 'catalytic activity', 'hydrolase activity', 'catalytic activity, acting on RNA']",0.07254893333333333
"['extracellular region', 'plasma membrane']","['cell differentiation', 'anatomical structure development']",None,0.08968413333333332
"['nucleus', 'nucleoplasm', 'nucleolus', 'organelle']","['DNA repair', 'protein modification process']","['catalytic activity', 'transferase activity', 'catalytic activity, acting on a protein']",0.23214966666666664
"['nucleus', 'nucleoplasm', 'nucleolus', 'organelle']","['snRNA metabolic process', 'telomere organization', 'ribosome biogenesis']",['RNA binding'],0.05019866666666668
"['nucleus', 'nuclear envelope', 'cytoskeleton', 'cilium', 'organelle']","['reproductive process', 'cell differentiation']","['structural molecule activity', 'molecular adaptor activity']",0.2554807333333333
"['endoplasmic reticulum', 'plasma membrane', 'organelle']","['immune system process', 'vitamin metabolic process', 'vesicle-mediated transport', 'signaling', 'anatomical structure development']","['cargo receptor activity', 'receptor ligand activity', 'molecular function regulator activity']",0.7789909333333334
"['Golgi apparatus', 'organelle']","['carbohydrate metabolic process', 'sulfur compound metabolic process', 'programmed cell death', 'signaling', 'cell differentiation', 'anatomical structure development', 'carbohydrate derivative metabolic process']","['catalytic activity', 'transferase activity']",0.038429733333333334
"['nucleus', 'nucleoplasm', 'cytosol', 'organelle']",['tRNA metabolic process'],"['catalytic activity', 'transferase activity']",0.0606784
"['nuclear chromosome', 'nucleus', 'nucleoplasm', 'chromosome', 'cytosol', 'organelle']","['DNA repair', 'DNA recombination', 'chromatin organization', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'intracellular protein transport', 'nucleocytoplasmic transport', 'programmed cell death', 'protein modification process']",['transcription regulator activity'],0.0480632
"['mitochondrion', 'plasma membrane', 'organelle']",['anatomical structure development'],"['lipid binding', 'molecular adaptor activity', 'molecular function regulator activity']",0.19311559999999997
['plasma membrane'],"['mitotic cell cycle', 'programmed cell death', 'signaling', 'cell differentiation', 'anatomical structure development', 'cell motility']",['molecular transducer activity'],0.0181584
"['mitochondrion', 'cytosol', 'organelle']",['programmed cell death'],"['catalytic activity', 'oxidoreductase activity', 'molecular function regulator activity', 'molecular carrier activity']",0.11653646666666667
"['nucleus', 'nucleoplasm', 'microtubule organizing center', 'cytoskeleton', 'organelle']","['chromatin organization', 'protein-containing complex assembly']",['DNA binding'],0.15526206666666667
"['extracellular region', 'extracellular space', 'plasma membrane', 'organelle']","['carbohydrate metabolic process', 'generation of precursor metabolites and energy', 'cell adhesion', 'cell differentiation', 'anatomical structure development']",None,0.22589966666666667
"['endoplasmic reticulum', 'Golgi apparatus', 'plasma membrane', 'organelle']","['intracellular protein transport', 'protein localization to plasma membrane']","['catalytic activity', 'transferase activity', 'catalytic activity, acting on a protein']",0.3632759333333333
"['mitochondrion', 'organelle']","['lipid metabolic process', 'cell differentiation', 'anatomical structure development', 'carbohydrate derivative metabolic process']","['catalytic activity', 'hydrolase activity']",0.3248356
"['extracellular region', 'plasma membrane']","['immune system process', 'inflammatory response', 'cell adhesion', 'signaling', 'cell junction organization', 'anatomical structure development', 'protein-containing complex assembly', 'defense response to other organism']","['catalytic activity', 'hydrolase activity', 'molecular transducer activity']",0.2296856
"['nucleus', 'nucleolus', 'mitochondrion', 'endoplasmic reticulum', 'plasma membrane', 'organelle']","['circulatory system process', 'generation of precursor metabolites and energy', 'amino acid metabolic process', 'sulfur compound metabolic process', 'inflammatory response', 'signaling', 'cell differentiation', 'protein modification process', 'anatomical structure development']","['catalytic activity', 'oxidoreductase activity', 'molecular sensor activity']",0.09041993333333333
"['vacuole', 'cilium', 'organelle']",['cilium organization'],None,0.09671986666666668
"['nucleus', 'nucleoplasm', 'chromosome', 'cytosol', 'organelle']","['mitotic cell cycle', 'immune system process', 'DNA repair', 'chromatin organization', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'chromosome segregation', 'cell adhesion', 'signaling', 'cell differentiation', 'anatomical structure development']","['DNA binding', 'histone binding', 'transcription regulator activity']",0.11210253333333334
"['nucleus', 'nucleoplasm', 'chromosome', 'cytosol', 'organelle']",['DNA repair'],None,0.7393500666666666
['plasma membrane'],['transmembrane transport'],['transporter activity'],0.096599
"['nucleus', 'microtubule organizing center', 'cytosol', 'cytoskeleton', 'cilium', 'organelle']","['muscle system process', 'circulatory system process', 'protein folding', 'cytoskeleton organization', 'microtubule-based movement', 'reproductive process', 'signaling', 'cell differentiation', 'cilium organization', 'anatomical structure development', 'cell motility', 'nervous system process', 'protein-containing complex assembly']",None,0.2943134666666667
"['nucleus', 'mitochondrion', 'cytosol', 'cytoskeleton', 'organelle']","['lipid metabolic process', 'protein-containing complex assembly']","['catalytic activity', 'hydrolase activity']",0.2927542
"['nucleus', 'nucleoplasm', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription', 'protein-containing complex assembly']",['transcription regulator activity'],0.123072
"['nucleus', 'nuclear envelope', 'nucleoplasm', 'cytosol', 'organelle']",['nucleocytoplasmic transport'],None,0.14307966666666663
"['nucleus', 'nucleoplasm', 'mitochondrion', 'organelle']",None,None,0.4557867333333333
"['plasma membrane', 'organelle']","['signaling', 'cell differentiation', 'anatomical structure development', 'cell motility']","['receptor ligand activity', 'molecular function regulator activity']",0.23274360000000002
"['plasma membrane', 'cytoplasmic vesicle', 'organelle']","['immune system process', 'cell adhesion', 'vesicle-mediated transport']",['molecular transducer activity'],0.4937773999999999
"['nucleus', 'chromosome', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription', 'programmed cell death', 'signaling', 'cell differentiation', 'anatomical structure development', 'cell motility']","['DNA binding', 'transcription regulator activity']",0.08712153333333333
"['lysosome', 'endosome', 'vacuole', 'cytoplasmic vesicle', 'organelle']","['intracellular protein transport', 'autophagy', 'mitochondrion organization', 'programmed cell death', 'vesicle-mediated transport', 'protein catabolic process', 'protein modification process', 'transmembrane transport', 'membrane organization']","['catalytic activity', 'transporter activity', 'lipid binding', 'hydrolase activity', 'ATP-dependent activity']",0.2718184
['extracellular region'],"['signaling', 'anatomical structure development']",None,0.29317386666666667
"['nucleus', 'nucleoplasm', 'organelle']","['cell adhesion', 'signaling']",None,0.5764289333333334
None,None,None,0.6051451333333333
"['lysosome', 'endosome', 'vacuole', 'cytoplasmic vesicle', 'organelle']",['signaling'],None,0.06971353333333334
None,None,"['catalytic activity', 'hydrolase activity', 'catalytic activity, acting on a protein']",0.07530793333333334
"['extracellular region', 'extracellular space']","['signaling', 'cell differentiation', 'anatomical structure development']",['lipid binding'],0.14739746666666667
"['extracellular region', 'endoplasmic reticulum', 'cytosol', 'cytoplasmic vesicle', 'organelle']","['immune system process', 'cell adhesion', 'cell differentiation', 'extracellular matrix organization', 'anatomical structure development', 'defense response to other organism']",['molecular function regulator activity'],0.42592373333333333
"['nucleus', 'nuclear envelope', 'plasma membrane', 'organelle']","['vitamin metabolic process', 'nervous system process', 'nucleobase-containing small molecule metabolic process']",['transporter activity'],0.31270000000000003
"['cytosol', 'cytoskeleton', 'cilium', 'organelle']","['microtubule-based movement', 'reproductive process', 'cell motility']",None,0.11880813333333334
"['nucleus', 'nucleolus', 'mitochondrion', 'ribosome', 'organelle']","['anatomical structure development', 'mitochondrial gene expression']",['RNA binding'],0.37792973333333335
"['nucleus', 'nucleolus', 'organelle']",['ribosome biogenesis'],['RNA binding'],0.25821513333333335
"['extracellular region', 'extracellular space', 'nucleus', 'nuclear envelope', 'nucleoplasm', 'chromosome', 'cytosol', 'organelle']","['mitotic cell cycle', 'immune system process', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'lipid metabolic process', 'reproductive process', 'signaling', 'cell differentiation', 'anatomical structure development', 'cell motility', 'nervous system process', 'transmembrane transport', 'meiotic nuclear division', 'carbohydrate derivative metabolic process']","['catalytic activity', 'lipid binding', 'hydrolase activity', 'molecular function regulator activity']",0.03529073333333333
"['nucleus', 'chromosome', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription', 'reproductive process', 'cell differentiation', 'anatomical structure development']","['DNA binding', 'transcription regulator activity']",0.029698
"['cytoskeleton', 'plasma membrane', 'organelle']","['cell adhesion', 'signaling', 'protein modification process', 'cell motility']",None,0.4586232666666667
"['extracellular region', 'endoplasmic reticulum', 'external encapsulating structure', 'extracellular matrix', 'organelle']",['anatomical structure development'],['structural molecule activity'],0.7299737333333334
"['extracellular region', 'extracellular space', 'organelle']","['cell differentiation', 'anatomical structure development']",None,0.09326093333333335
"['extracellular region', 'extracellular space', 'plasma membrane', 'cytoplasmic vesicle', 'organelle']",['signaling'],"['molecular transducer activity', 'molecular function regulator activity']",0.1403488
"['cytosol', 'cytoskeleton', 'plasma membrane', 'cytoplasmic vesicle', 'organelle']","['mitotic cell cycle', 'cytokinesis', 'cytoskeleton organization', 'reproductive process', 'protein modification process']","['catalytic activity', 'cytoskeletal protein binding', 'transferase activity', 'catalytic activity, acting on a protein']",0.08439333333333332
"['nucleus', 'mitochondrion', 'cytosol', 'organelle']","['carbohydrate metabolic process', 'generation of precursor metabolites and energy', 'DNA repair', 'autophagy', 'mitochondrion organization', 'programmed cell death', 'cell differentiation', 'anatomical structure development', 'nucleobase-containing small molecule metabolic process', 'carbohydrate derivative metabolic process']","['catalytic activity', 'hydrolase activity']",0.318964
None,"['immune system process', 'vesicle-mediated transport']",None,0.056500600000000005
"['nucleus', 'nucleoplasm', 'cytosol', 'plasma membrane', 'organelle']","['chromatin organization', 'protein modification process', 'anatomical structure development']",['histone binding'],0.4370603333333334
"['nucleus', 'nucleoplasm', 'endoplasmic reticulum', 'organelle']","['mRNA metabolic process', 'reproductive process', 'anatomical structure development']","['RNA binding', 'molecular adaptor activity']",0.0860242
['plasma membrane'],"['renal system process', 'transmembrane transport', 'protein-containing complex assembly']",['transporter activity'],0.22362439999999997
"['nucleus', 'nucleoplasm', 'chromosome', 'organelle']","['carbohydrate metabolic process', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'sulfur compound metabolic process', 'programmed cell death', 'signaling', 'cell differentiation', 'anatomical structure development', 'carbohydrate derivative metabolic process']","['DNA binding', 'transcription regulator activity']",0.04828980000000001
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'chromosome', 'organelle']","['DNA replication', 'chromatin organization', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'cell differentiation', 'protein modification process', 'anatomical structure development']","['catalytic activity', 'transferase activity', 'catalytic activity, acting on a protein']",0.17320073333333333
"['nucleus', 'nuclear envelope', 'endoplasmic reticulum', 'plasma membrane', 'organelle']","['immune system process', 'inflammatory response', 'cell adhesion', 'programmed cell death', 'signaling', 'cell differentiation', 'anatomical structure development', 'cell motility', 'membrane organization', 'protein-containing complex assembly', 'defense response to other organism']",['RNA binding'],0.24548986666666667
"['microtubule organizing center', 'cytosol', 'cytoskeleton', 'plasma membrane', 'cilium', 'organelle']","['mitotic cell cycle', 'immune system process', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'inflammatory response', 'cytoskeleton organization', 'cell adhesion', 'programmed cell death', 'signaling', 'cell differentiation', 'protein modification process', 'cilium organization', 'anatomical structure development', 'protein-containing complex assembly', 'defense response to other organism']","['catalytic activity', 'hydrolase activity', 'catalytic activity, acting on a protein']",0.05113013333333334
"['microtubule organizing center', 'cytoskeleton', 'cilium', 'organelle']","['microtubule-based movement', 'cilium organization']",None,0.05157259999999999
"['lysosome', 'endosome', 'vacuole', 'cytoplasmic vesicle', 'organelle']",['protein catabolic process'],"['catalytic activity', 'hydrolase activity', 'catalytic activity, acting on a protein']",0.3336044666666667
None,None,None,0.17335840000000002
"['nucleus', 'nucleoplasm', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription', 'mRNA metabolic process']","['catalytic activity', 'hydrolase activity', 'catalytic activity, acting on a protein']",0.01767926666666667
"['mitochondrion', 'organelle']","['intracellular protein transport', 'mitochondrion organization', 'anatomical structure development']",None,0.07061866666666665
"['lysosome', 'vacuole', 'cytosol', 'cytoplasmic vesicle', 'organelle']","['intracellular protein transport', 'mitochondrion organization', 'lysosome organization', 'vesicle-mediated transport', 'cell differentiation', 'wound healing']",['molecular function regulator activity'],0.562511
"['mitochondrion', 'cytosol', 'organelle']","['renal system process', 'protein maturation']","['catalytic activity', 'hydrolase activity', 'catalytic activity, acting on a protein']",0.13655246666666668
"['nucleus', 'nucleoplasm', 'lysosome', 'vacuole', 'microtubule organizing center', 'cytosol', 'cytoskeleton', 'organelle']","['autophagy', 'signaling']","['catalytic activity', 'GTPase activity', 'hydrolase activity', 'molecular adaptor activity']",0.0404032
"['nucleus', 'chromosome', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription', 'reproductive process', 'cell differentiation', 'anatomical structure development', 'nervous system process']","['DNA binding', 'transcription regulator activity']",0.11035360000000001
"['Golgi apparatus', 'organelle']","['cytoskeleton organization', 'microtubule-based movement', 'reproductive process', 'cilium organization', 'cell motility', 'protein-containing complex assembly']",None,0.43608340000000007
"['nucleus', 'mitochondrion', 'cytosol', 'organelle']",['protein folding'],None,0.04187266666666667
"['nucleus', 'nucleoplasm', 'Golgi apparatus', 'organelle']","['protein glycosylation', 'signaling', 'protein modification process', 'transmembrane transport', 'carbohydrate derivative metabolic process']",['transporter activity'],0.07900706666666667
"['extracellular region', 'extracellular space', 'microtubule organizing center', 'cytosol', 'cytoskeleton', 'cytoplasmic vesicle', 'organelle']",['amino acid metabolic process'],"['catalytic activity', 'hydrolase activity']",0.15853153333333336
['cytosol'],"['mitotic cell cycle', 'programmed cell death']",None,0.4110205333333333
"['plasma membrane', 'organelle']","['cell adhesion', 'reproductive process', 'anatomical structure development', 'protein localization to plasma membrane']",None,0.09337886666666667
"['nuclear chromosome', 'nucleus', 'nucleoplasm', 'chromosome', 'cytosol', 'cytoskeleton', 'organelle']","['mitotic cell cycle', 'cytokinesis', 'cytoskeleton organization', 'chromosome segregation', 'reproductive process', 'signaling', 'meiotic nuclear division', 'mitotic nuclear division']",['molecular function regulator activity'],0.31860326666666666
